region,official_id,centroid_lon_deg_e,centroid_lat_deg_n,logk_ice_x100,porosity_x100,land_use_forest_frac_2010,land_use_shrubs_frac_2010,land_use_grass_frac_2010,land_use_wetland_frac_2010,land_use_crops_frac_2010,land_use_urban_frac_2010,land_use_water_frac_2010,land_use_snow_ice_frac_2010,lulc_check_2010,land_use_forest_frac_2015,land_use_shrubs_frac_2015,land_use_grass_frac_2015,land_use_wetland_frac_2015,land_use_crops_frac_2015,land_use_urban_frac_2015,land_use_water_frac_2015,land_use_snow_ice_frac_2015,lulc_check_2015,land_use_forest_frac_2020,land_use_shrubs_frac_2020,land_use_grass_frac_2020,land_use_wetland_frac_2020,land_use_crops_frac_2020,land_use_urban_frac_2020,land_use_water_frac_2020,land_use_snow_ice_frac_2020,lulc_check_2020,slope_deg,aspect_deg,median_el,mean_el,max_el,min_el,prcp,tmin,tmax,vp,swe,srad,low_prcp_duration,low_prcp_freq,high_prcp_duration,high_prcp_freq,elevation_m,drainage_area_km2
CLR,08NJ160,49.70904361827098,-117.32693003832044,-1344.15,0.87409,0.76,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.02,0.76,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.02,0.68,0.16,0.14,0.01,0.01,0.0,0.0,0.0,0.0,27.01527214050293,252.4044620598208,1716.0997314453125,1666.61181640625,2608.65869140625,631.2349853515625,1601.0,-1.8,7.5,623.7,425.2,287.5,3.3,0.6,1.0,0.0,1666.61181640625,180.4
CLR,08NJ162,49.47994530175669,-117.5276999239912,-1410.0,1.0,0.88,0.08,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.09,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.13,0.15,0.0,0.0,0.0,0.0,0.0,0.0,17.6143741607666,127.74674714079448,1117.692138671875,1160.9691162109375,1661.9122314453125,682.0559692382812,1170.6,1.0,10.7,731.2,125.5,273.1,3.5,0.6,1.0,0.0,1160.9691162109375,4.5
CLR,08NJ163,49.52086436039306,-117.51913212270476,-1410.0,1.0,0.91,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.91,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,20.03080368041992,112.83035114788146,1448.4647216796875,1439.804443359375,2020.314697265625,811.9189453125,1364.9,-0.3,8.9,680.7,225.5,278.8,3.5,0.6,1.0,0.0,1439.804443359375,29.6
CLR,08NJ164,50.1257285364471,-117.46540289670736,-1190.76,5.766,0.9,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.31,0.02,0.0,0.0,0.0,0.0,0.0,0.0,30.980558395385746,220.23695089252,1505.0322265625,1482.0130615234375,2054.260986328125,731.2965698242188,1419.1,-2.1,8.4,607.1,391.7,300.9,3.2,0.5,1.0,0.0,1482.0130615234375,6.2
CLR,08NJ167,49.45372193881461,-117.34832903666606,-1052.0,0.0,0.93,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.12,0.04,0.0,0.0,0.0,0.0,0.0,-0.01,19.979782104492188,330.2512715363179,1480.089111328125,1499.98828125,2109.428466796875,866.5767822265625,1407.5,-0.3,8.7,675.0,221.9,260.9,3.5,0.6,1.0,0.0,1499.98828125,11.5
CLR,08NJ168,49.49130626539333,-117.1635480019555,-1351.93,1.39671,0.91,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0099999999999998,0.91,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.05,0.12,0.0,0.0,0.0,0.0,0.0,0.01,21.59604835510254,271.6908692989783,1773.8092041015625,1760.2755126953125,2332.46484375,1121.4510498046875,1659.4,-1.8,7.1,616.9,391.3,292.4,3.5,0.6,1.1,0.0,1760.2755126953125,46.0
CLR,08NK002,49.97501422060207,-114.8940533368513,-1286.83,9.09075,0.63,0.08,0.24,0.01,0.01,0.01,0.0,0.01,0.01,0.61,0.08,0.26,0.01,0.02,0.01,0.0,0.0,0.01,0.55,0.12,0.29,0.01,0.01,0.01,0.0,0.0,0.01,22.325742721557617,185.6098618385779,1867.6915283203125,1865.0584716796875,3415.022216796875,995.9518432617188,874.7,-4.8,5.9,498.0,219.5,288.6,4.0,0.7,1.0,0.1,1865.0584716796875,3103.5
CLR,08NK012,49.91523998602917,-114.90559891470537,-1297.05,10.17192,0.64,0.08,0.22,0.01,0.01,0.01,0.0,0.01,0.02,0.63,0.09,0.24,0.01,0.01,0.01,0.0,0.0,0.01,0.55,0.13,0.28,0.01,0.01,0.01,0.0,0.0,0.0099999999999998,22.147422790527344,188.078136228682,1835.0311279296875,1828.146484375,3415.022216796875,927.2059936523438,893.7,-4.5,6.1,506.8,216.5,287.9,4.0,0.7,1.0,0.0,1828.146484375,3490.9
CLR,08NK013,49.74427277956605,-114.83832501177636,-1520.0,19.0,0.49,0.03,0.45,0.01,0.01,0.0,0.0,0.0,0.01,0.32,0.05,0.6,0.01,0.02,0.0,0.0,0.0,0.0,0.19,0.07,0.53,0.02,0.02,0.17,0.0,0.0,0.0,20.600833892822266,207.79761281798508,1696.253662109375,1695.61962890625,2000.0914306640625,1379.35595703125,903.9,-3.7,7.5,531.2,175.0,294.7,3.8,0.6,1.0,0.0,1695.61962890625,1.1
CLR,08NK016,50.18242975122414,-114.92779886724294,-1250.54,7.2802,0.61,0.06,0.27,0.01,0.01,0.02,0.01,0.01,0.0,0.59,0.07,0.29,0.01,0.01,0.02,0.0,0.01,0.0,0.53,0.1,0.33,0.01,0.01,0.01,0.0,0.01,0.0,22.954301834106445,182.13567031580843,1969.1312255859373,1966.799560546875,3415.022216796875,1192.4619140625,821.7,-5.4,5.2,475.4,225.8,289.9,4.1,0.7,1.0,0.1,1966.799560546875,1847.7
CLR,08NK018,50.07683236272222,-114.79428341544045,-1290.31,9.10379,0.62,0.05,0.28,0.01,0.01,0.04,0.0,0.0,-0.01,0.6,0.05,0.29,0.01,0.01,0.04,0.0,0.0,0.0,0.54,0.06,0.36,0.01,0.01,0.02,0.0,0.0,0.0,23.321754455566406,240.8527206304537,1976.7158203125,1985.373291015625,3064.322998046875,1226.57666015625,828.9,-5.4,5.2,477.0,216.7,289.6,4.0,0.7,1.0,0.1,1985.373291015625,619.8
CLR,08NK020,49.618992802291785,-114.74846229225356,-1286.84,11.558,0.69,0.08,0.21,0.01,0.01,0.0,0.0,0.0,1.1102230246251563e-16,0.66,0.09,0.23,0.01,0.01,0.0,0.0,0.0,0.0,0.59,0.11,0.28,0.01,0.01,0.01,0.0,0.0,-0.01,20.817222595214844,242.76900581174883,1793.581298828125,1796.9288330078125,2794.312744140625,1138.9261474609375,975.9,-4.1,6.3,520.6,219.7,289.4,3.9,0.7,1.0,0.0,1796.9288330078125,638.0
CLR,08NK022,49.92955112516602,-114.7418430329558,-1363.4,11.89597,0.6,0.05,0.3,0.01,0.01,0.04,0.0,0.0,-0.01,0.6,0.05,0.3,0.01,0.01,0.04,0.0,0.0,-0.01,0.55,0.05,0.35,0.01,0.01,0.02,0.0,0.0,0.0099999999999998,25.642728805541992,245.42164455752027,1982.0174560546875,1988.9022216796875,3064.322998046875,1283.9581298828125,896.9,-5.5,4.9,475.0,237.9,288.8,3.9,0.7,1.0,0.0,1988.9022216796875,136.5
CLR,08NK026,49.57475230042122,-114.92954292051412,-1460.6,20.76005,0.91,0.07,0.03,0.0,0.0,0.0,0.0,0.0,-0.01,0.91,0.07,0.03,0.0,0.0,0.0,0.0,0.0,-0.01,0.87,0.11,0.02,0.0,0.0,0.0,0.0,0.0,0.0,27.890735626220703,282.85175650245867,1680.35595703125,1662.510498046875,2203.35595703125,1106.5772705078125,1036.1,-3.3,7.1,549.8,222.4,277.3,3.7,0.6,1.0,0.0,1662.510498046875,6.4
CLR,08NK028,49.46668692186396,-114.67831314584652,-1192.78,4.99944,0.71,0.08,0.18,0.01,0.01,0.0,0.01,0.0,0.0,0.71,0.08,0.18,0.01,0.01,0.0,0.01,0.0,0.0,0.66,0.1,0.21,0.01,0.01,0.0,0.01,0.0,0.0,19.60883903503418,18.86849620641937,1870.827392578125,1876.395751953125,2637.732666015625,1505.0347900390625,1065.0,-4.0,5.7,522.2,253.1,292.0,4.1,0.7,1.0,0.0,1876.395751953125,34.7
CLR,08NK029,50.1863894254264,-114.79027082503998,-1263.54,7.30127,0.44,0.03,0.41,0.01,0.01,0.1,0.0,0.0,1.1102230246251563e-16,0.43,0.03,0.41,0.01,0.01,0.1,0.0,0.0,0.01,0.38,0.03,0.54,0.01,0.01,0.02,0.0,0.0,0.0099999999999998,24.64882469177246,227.4574678915792,2131.3046875,2132.965087890625,2882.630859375,1619.0,824.5,-6.0,4.2,458.0,235.3,296.4,4.1,0.7,1.0,0.1,2132.965087890625,43.7
CLR,08NL004,49.079745620041095,-120.19132522668666,-1303.84,2.35148,0.75,0.06,0.16,0.01,0.01,0.0,0.0,0.0,0.0099999999999998,0.73,0.07,0.17,0.01,0.01,0.0,0.0,0.0,0.0099999999999998,0.6,0.11,0.26,0.02,0.01,0.0,0.0,0.0,0.0,18.74430084228516,16.425392765243952,1881.584716796875,1830.92138671875,2629.5107421875,475.8989868164063,751.8,-2.3,6.9,536.2,240.7,307.4,4.5,0.7,1.0,0.1,1830.92138671875,1054.7
CLR,08NL007,49.10373994409942,-120.63748436747412,-1225.72,7.16569,0.72,0.1,0.16,0.01,0.01,0.0,0.0,0.0,0.0,0.69,0.18,0.12,0.01,0.01,0.0,0.0,0.0,-0.0099999999999997,0.7,0.14,0.15,0.0,0.0,0.01,0.0,0.0,0.0,18.261606216430664,0.5389542387918465,1571.83740234375,1563.4246826171875,2655.457275390625,635.8856201171875,978.3,-2.0,8.0,532.4,295.2,309.8,4.1,0.6,1.0,0.0,1563.4246826171875,1812.9
CLR,08NL008,49.6178081421553,-120.83759644206565,-1068.47,0.79301,0.71,0.13,0.13,0.01,0.01,0.0,0.0,0.0,0.01,0.68,0.14,0.15,0.01,0.01,0.0,0.0,0.0,0.0099999999999998,0.71,0.13,0.15,0.0,0.0,0.0,0.0,0.0,0.01,14.451824188232422,118.861378060698,1321.2470703125,1332.166015625,2302.16748046875,741.4590454101562,989.7,-2.1,9.1,543.9,213.3,293.6,3.9,0.6,1.0,0.0,1332.166015625,1370.7
CLR,08NL024,49.576354133409815,-120.8118919048787,-1064.71,0.612,0.73,0.13,0.12,0.01,0.01,0.0,0.0,0.0,0.0,0.69,0.14,0.15,0.01,0.01,0.0,0.0,0.0,0.0,0.72,0.12,0.15,0.0,0.0,0.0,0.0,0.0,0.01,14.215749740600586,95.75942913177914,1351.2667236328125,1348.16650390625,2302.16748046875,639.5169677734375,957.4,-2.1,9.1,541.8,212.1,294.7,3.9,0.6,1.0,0.0,1348.16650390625,1776.2
CLR,08NL035,49.39303106110437,-120.31111258887913,-1052.0,0.0,0.96,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.95,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,13.380642890930176,21.661495835514728,1327.1380615234375,1314.0738525390625,1655.8184814453125,563.1372680664062,550.4,-1.2,9.6,557.5,102.7,276.9,4.2,0.7,1.0,0.0,1314.0738525390625,21.5
CLR,08NL036,49.32297406700721,-120.6787510480892,-1052.0,0.0,0.77,0.16,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.2,0.11,0.0,0.0,0.0,0.0,0.0,0.0099999999999998,0.81,0.09,0.1,0.0,0.0,0.0,0.0,0.0,0.0,14.30705738067627,78.19384618711054,1460.78173828125,1433.8614501953125,1952.550537109375,779.1126708984375,834.5,-2.0,8.6,537.8,211.5,301.2,3.9,0.7,1.0,0.0,1433.8614501953125,185.8
CLR,08NL037,49.61651230594291,-120.4302197281896,-1052.0,0.0,0.63,0.14,0.2,0.01,0.02,0.0,0.0,0.0,0.0,0.45,0.17,0.34,0.02,0.02,0.0,0.0,0.0,0.0,0.43,0.1,0.47,0.0,0.0,0.0,0.0,0.0,0.0,6.703103065490723,119.04329945684852,1355.33447265625,1354.945556640625,1574.512939453125,813.0278930664062,546.5,-2.2,9.8,513.5,117.2,294.7,4.2,0.7,1.0,0.0,1354.945556640625,15.1
CLR,08NL038,49.42729870604054,-120.60415418613108,-1113.11,2.53152,0.73,0.11,0.14,0.01,0.01,0.0,0.0,0.0,0.0,0.67,0.14,0.16,0.01,0.01,0.0,0.0,0.0,0.0099999999999998,0.7,0.11,0.17,0.0,0.01,0.01,0.0,0.0,0.0,14.668862342834473,319.94726812898585,1423.1322021484375,1411.8746337890625,2655.457275390625,534.4966430664062,834.4,-2.0,8.9,533.5,210.6,298.5,4.0,0.7,1.0,0.0,1411.8746337890625,5568.0
CLR,08NL040,49.0781429304953,-119.6589546491979,-1062.97,0.03065,0.37,0.19,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.21,0.45,0.0,0.0,0.0,0.0,0.0,0.01,0.36,0.15,0.45,0.01,0.01,0.02,0.0,0.0,0.0,17.329734802246094,134.31803760799747,1221.9771728515625,1235.285888671875,1869.333984375,559.6927490234375,509.7,0.1,10.5,602.3,67.7,289.3,5.2,0.7,1.0,0.1,1235.285888671875,15.0
CLR,08NL041,49.33872554764631,-120.43075197971294,-1052.0,0.0,0.72,0.13,0.13,0.01,0.01,0.0,0.01,0.0,-0.01,0.6,0.14,0.22,0.01,0.01,0.0,0.01,0.0,0.01,0.67,0.11,0.19,0.0,0.01,0.01,0.01,0.0,0.0,14.311211585998535,330.7083436006078,1346.9168701171875,1323.7139892578125,2038.5526123046875,625.1009521484375,604.3,-1.3,9.5,550.5,130.8,287.4,4.1,0.7,1.0,0.0,1323.7139892578125,220.5
CLR,08NL050,49.49310993154721,-120.06204752335312,-1084.51,0.46284,0.84,0.05,0.09,0.01,0.01,0.0,0.0,0.0,0.0,0.73,0.07,0.18,0.01,0.01,0.0,0.0,0.0,0.0,0.75,0.06,0.19,0.0,0.0,0.0,0.0,0.0,0.0,11.11799430847168,215.1857410439822,1680.488037109375,1657.8795166015625,2201.48193359375,551.95263671875,617.5,-2.2,7.6,543.0,143.3,294.7,4.2,0.7,1.0,0.1,1657.8795166015625,393.6
CLR,08NL062,49.045685892612575,-120.78208796903824,-1406.93,17.68975,0.84,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.02,0.83,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.01,0.85,0.06,0.08,0.0,0.0,0.0,0.0,0.0,0.01,21.442546844482425,254.28089904241608,1671.8211669921875,1662.5718994140625,2533.3134765625,1127.658935546875,1215.9,-2.3,7.1,525.3,372.9,317.9,3.9,0.6,1.0,0.0,1662.5718994140625,355.0
CLR,08NL067,49.473464618334326,-120.95295229151834,-1088.8,1.77225,0.81,0.08,0.1,0.0,0.0,0.0,0.0,0.0,0.01,0.78,0.09,0.12,0.0,0.01,0.0,0.0,0.0,0.0,0.8,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,17.450414657592773,63.11886015458882,1502.4652099609375,1488.43896484375,2302.16748046875,806.157470703125,1346.8,-2.2,7.9,555.7,312.6,301.1,3.6,0.6,1.0,0.0,1488.43896484375,613.4
CLR,08NL069,48.93185376441285,-120.5746221238801,-1375.63,10.64431,0.55,0.12,0.31,0.01,0.01,0.0,0.0,0.0,0.0,0.55,0.32,0.11,0.01,0.01,0.0,0.0,0.0,0.0,0.46,0.29,0.24,0.01,0.01,0.0,0.0,0.0,-0.01,20.306968688964844,302.8080837823955,1721.7315673828125,1728.1568603515625,2655.457275390625,1052.3800048828125,1056.3,-2.4,7.2,508.7,392.3,323.9,4.4,0.7,1.0,0.0,1728.1568603515625,565.1
CLR,08NL070,49.05003673524052,-120.7726113391685,-1371.85,16.82138,0.85,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.01,0.84,0.08,0.07,0.0,0.0,0.0,0.0,0.0,0.01,0.86,0.05,0.07,0.0,0.0,0.0,0.0,0.0,0.02,21.373109817504883,222.3109911391276,1664.365966796875,1651.8333740234375,2533.3134765625,1070.7996826171875,1197.9,-2.3,7.2,526.7,363.4,316.8,3.9,0.6,1.0,0.0,1651.8333740234375,406.9
CLR,08NL071,49.374102838691854,-120.987902119805,-1075.34,2.89636,0.88,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.06,0.08,0.0,0.0,0.0,0.0,0.0,0.01,0.88,0.05,0.06,0.0,0.0,0.0,0.0,0.0,0.01,17.137720108032227,344.4676689230648,1546.177490234375,1549.21484375,2302.16748046875,1030.2015380859375,1511.9,-2.2,7.3,557.0,370.0,305.6,3.5,0.6,1.0,0.0,1549.21484375,253.8
CLR,08NL076,49.04521901083102,-120.02486542440766,-1300.47,1.60215,0.75,0.05,0.17,0.01,0.01,0.0,0.0,0.0,0.0099999999999998,0.75,0.05,0.17,0.01,0.01,0.0,0.0,0.0,0.0099999999999998,0.77,0.05,0.16,0.01,0.01,0.0,0.0,0.0,0.0,18.334659576416016,1.7057653232679002,1957.66259765625,1927.9345703125,2615.488037109375,748.199462890625,702.8,-2.3,6.2,543.8,202.5,301.2,5.0,0.7,1.0,0.1,1927.9345703125,250.8
CLR,08NM015,49.269618981298535,-119.30680400113717,-1052.0,0.0,0.85,0.08,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.09,0.11,0.01,0.01,0.0,0.0,0.0,-0.01,0.82,0.07,0.11,0.0,0.0,0.0,0.0,0.0,1.1102230246251563e-16,11.189156532287598,258.99429256366545,1603.3310546875,1592.346923828125,2306.911376953125,569.9536743164062,578.5,-2.9,8.0,511.4,142.4,301.2,5.0,0.7,1.0,0.1,1592.346923828125,255.3
CLR,08NM036,49.94245903934568,-119.26616539283778,-1057.3,0.0,0.83,0.09,0.06,0.0,0.0,0.0,0.01,0.0,0.01,0.77,0.1,0.11,0.01,0.01,0.0,0.01,0.0,-0.01,0.79,0.06,0.14,0.0,0.0,0.0,0.01,0.0,0.0,8.39090347290039,259.5891960923602,1360.3310546875,1269.1712646484375,1660.5528564453125,604.3309936523438,707.3,-0.9,9.5,610.3,114.9,278.1,4.0,0.7,1.0,0.0,1269.1712646484375,33.9
CLR,08NM038,49.50694553002717,-119.8624480212172,-1052.0,0.0,0.82,0.1,0.07,0.0,0.0,0.0,0.0,0.0,0.01,0.78,0.11,0.1,0.0,0.01,0.0,0.0,0.0,0.0,0.82,0.07,0.1,0.0,0.0,0.0,0.0,0.0,0.01,13.131834983825684,62.73145775855919,1529.5660400390625,1540.97998046875,2201.48193359375,846.2002563476562,563.7,-1.3,8.3,575.5,103.2,280.9,4.5,0.7,1.0,0.1,1540.97998046875,46.1
CLR,08NM126,49.04744208793901,-119.36149355035548,-1052.0,0.0,0.59,0.26,0.13,0.01,0.01,0.01,0.0,0.0,-0.01,0.56,0.27,0.14,0.01,0.01,0.01,0.0,0.0,0.0,0.5,0.2,0.27,0.0,0.0,0.01,0.0,0.0,0.02,11.233777046203612,219.86210689582344,1265.9271240234375,1264.9248046875,1677.5306396484375,857.8242797851562,531.4,-0.6,10.1,576.3,78.7,294.4,5.3,0.7,1.0,0.1,1264.9248046875,17.3
CLR,08NM133,49.58682364524349,-119.97624933723714,-1052.0,0.0,0.93,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.05,0.21,0.01,0.01,0.0,0.0,0.0,0.01,0.69,0.05,0.26,0.0,0.0,0.0,0.0,0.0,0.0,12.141319274902344,45.035481483396445,1553.99365234375,1528.6082763671875,1955.790771484375,920.8963012695312,583.6,-1.7,8.4,557.5,117.5,284.6,4.3,0.7,1.0,0.1,1528.6082763671875,45.2
CLR,08NM134,49.75280902750672,-120.01656690526592,-1052.0,0.0,0.84,0.09,0.06,0.0,0.0,0.0,0.0,0.0,0.01,0.82,0.09,0.08,0.0,0.01,0.0,0.0,0.0,1.1102230246251563e-16,0.73,0.1,0.16,0.01,0.0,0.0,0.0,0.0,0.0,13.357477188110352,145.56322603924514,1439.7017822265625,1440.422607421875,1929.488037109375,977.4696044921876,603.5,-2.2,8.8,536.4,139.8,292.3,4.3,0.7,1.0,0.1,1440.422607421875,35.9
CLR,08NM137,49.90439230371235,-119.2502509171152,-1052.0,0.0,0.85,0.11,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.11,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.76,0.14,0.08,0.01,0.0,0.0,0.0,0.0,0.01,7.250622272491455,225.09885728942965,1316.480712890625,1293.26123046875,1607.4947509765625,828.81640625,707.7,-1.1,9.5,602.7,112.5,282.8,4.0,0.7,1.0,0.0,1293.26123046875,31.8
CLR,08NM146,50.0713825515416,-119.30815294708069,-1052.0,0.0,0.74,0.15,0.1,0.01,0.0,0.0,0.0,0.0,0.0,0.72,0.16,0.11,0.01,0.0,0.0,0.0,0.0,0.0,0.68,0.23,0.09,0.0,0.0,0.0,0.0,0.0,0.0,7.925451278686523,263.5197869270696,1356.0791015625,1329.6409912109375,1560.05322265625,955.5012817382812,716.1,-0.5,9.3,632.0,115.5,273.8,4.0,0.7,1.0,0.0,1329.6409912109375,17.3
CLR,08NM147,49.27813588846279,-119.76899457854432,-1073.16,0.96171,0.9,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.9,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.92,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,16.630672454833984,359.80087315328217,1426.271728515625,1369.5367431640625,1625.7681884765625,868.9841918945312,493.1,-0.2,9.6,599.5,63.5,272.7,4.8,0.7,1.0,0.1,1369.5367431640625,13.4
CLR,08NM164,49.11807963039959,-119.6409360332344,-1053.94,0.00541,0.43,0.54,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.91,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.23,0.38,0.0,0.0,0.0,0.0,0.0,0.0,23.57178497314453,91.84429490625595,1254.949951171875,1251.9552001953125,1869.7252197265625,460.9573669433594,501.0,-0.1,10.2,596.5,75.8,282.4,5.2,0.7,1.0,0.1,1251.9552001953125,12.8
CLR,08NM171,49.25050156941065,-119.25543284077564,-1052.0,0.0,0.87,0.07,0.05,0.0,0.0,0.0,0.0,0.0,0.01,0.83,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.01,0.84,0.06,0.1,0.0,0.0,0.0,0.0,0.0,1.1102230246251563e-16,9.745165824890137,247.1275620902505,1696.3310546875,1705.720458984375,2306.911376953125,1206.9815673828125,601.5,-3.5,7.3,494.6,166.2,307.5,5.0,0.7,1.0,0.1,1705.720458984375,117.9
CLR,08NM173,49.789638737543214,-119.9365168530634,-1052.0,0.0,0.94,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.86,0.05,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.81,0.07,0.11,0.0,0.0,0.0,0.0,0.0,0.0099999999999998,13.75416088104248,45.25799791970558,1313.796875,1313.60302734375,1718.5750732421875,917.2211303710938,604.1,-1.5,9.5,566.4,117.0,281.4,4.3,0.7,1.0,0.1,1313.60302734375,44.1
CLR,08NM174,50.21664761601865,-119.65545563304995,-1052.0,0.0,0.89,0.07,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.89,0.07,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.85,0.11,0.04,0.0,0.0,0.0,0.0,0.0,0.0,15.586563110351562,104.06911320198604,1437.580322265625,1406.01220703125,2036.396728515625,631.8078002929688,728.1,-1.8,8.5,578.1,161.5,283.5,3.9,0.7,1.0,0.0,1406.01220703125,108.3
CLR,08NM210,49.72403714622475,-119.33054736371734,-1052.0,0.0,0.88,0.04,0.07,0.0,0.0,0.0,0.0,0.0,0.01,0.85,0.05,0.08,0.01,0.01,0.0,0.0,0.0,0.0,0.77,0.08,0.15,0.0,0.0,0.0,0.0,0.0,0.0,9.968836784362791,341.910913381665,1732.415283203125,1745.04052734375,2171.730224609375,1481.2857666015625,806.9,-4.4,6.8,486.9,224.8,303.9,4.2,0.7,1.0,0.1,1745.04052734375,17.1
CLR,08NM240,49.66647923045962,-119.4081926953322,-1052.0,0.0,0.95,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.95,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,13.98577117919922,123.9674909001394,1757.3310546875,1780.4422607421875,2037.27783203125,1602.6385498046875,728.0,-4.5,6.9,475.0,200.5,312.8,4.4,0.7,1.0,0.1,1780.4422607421875,4.9
CLR,08NM241,49.66388931812049,-119.38496723783216,-1052.0,0.0,0.54,0.09,0.31,0.02,0.03,0.0,0.0,0.0,0.01,0.53,0.1,0.31,0.03,0.03,0.0,0.0,0.0,0.0,0.68,0.11,0.22,0.0,0.0,0.0,0.0,0.0,-0.01,10.03489875793457,196.13489207625736,1729.907470703125,1759.385498046875,2024.5010986328125,1601.61962890625,730.8,-4.4,7.1,480.5,194.7,311.4,4.4,0.7,1.0,0.1,1759.385498046875,5.1
CLR,08NM242,49.62478616107876,-119.36753953218496,-1052.0,0.0,0.44,0.28,0.26,0.01,0.01,0.0,0.0,0.0,0.0,0.44,0.28,0.27,0.01,0.01,0.0,0.0,0.0,-0.01,0.79,0.16,0.05,0.0,0.0,0.0,0.0,0.0,0.0,10.042440414428713,266.57800922797617,1925.4111328125,1932.7816162109373,2146.22509765625,1761.3035888671875,744.8,-5.4,6.2,448.4,234.5,318.0,4.4,0.7,1.0,0.1,1932.7816162109373,4.0
CLR,08NN002,49.464437353153,-118.44786061566788,-1215.79,0.74935,0.84,0.08,0.07,0.0,0.01,0.0,0.0,0.0,0.0,0.82,0.08,0.09,0.0,0.01,0.0,0.0,0.0,1.1102230246251563e-16,0.72,0.13,0.14,0.0,0.01,0.0,0.0,0.0,0.0,17.007652282714844,175.10840080592325,1361.7147216796875,1372.0845947265625,2409.9365234375,514.7119750976562,891.7,-2.0,9.2,591.6,235.9,292.6,3.9,0.6,1.0,0.0,1372.0845947265625,2058.9
CLR,08NN012,49.35957970559537,-118.72268827020548,-1149.63,0.95047,0.79,0.11,0.08,0.0,0.01,0.0,0.0,0.0,0.01,0.75,0.12,0.11,0.01,0.01,0.0,0.0,0.0,0.0,0.69,0.14,0.15,0.0,0.01,0.0,0.0,0.0,0.01,14.396066665649414,190.81822785293923,1280.1280517578125,1295.1260986328125,2409.9365234375,437.34075927734375,732.3,-1.6,9.7,585.8,154.6,289.3,4.3,0.7,1.0,0.0,1295.1260986328125,9942.5
CLR,08NN013,49.48262989869682,-118.8982260855875,-1074.18,0.18745,0.81,0.09,0.08,0.01,0.01,0.0,0.0,0.0,0.0,0.76,0.1,0.11,0.01,0.01,0.0,0.0,0.0,0.01,0.71,0.11,0.16,0.0,0.01,0.0,0.0,0.0,0.01,12.81251049041748,188.8687754618696,1319.994384765625,1341.180419921875,2409.9365234375,565.2488403320312,698.2,-2.3,9.3,554.7,160.7,293.5,4.3,0.7,1.0,0.0,1341.180419921875,5668.1
CLR,08NN015,49.826226029728,-118.9530345645415,-1052.0,0.0,0.87,0.08,0.04,0.0,0.0,0.0,0.0,0.0,0.01,0.81,0.1,0.08,0.01,0.01,0.0,0.0,0.0,-0.01,0.78,0.09,0.12,0.0,0.0,0.0,0.0,0.0,0.01,9.327813148498535,259.40805087451747,1630.6697998046875,1642.7950439453125,2314.567626953125,1031.0933837890625,859.3,-4.5,7.4,494.9,249.5,309.5,3.8,0.6,1.0,0.0,1642.7950439453125,230.1
